old_id,new_classification,row_id
6003,0,42010
6004,0,42011
6005,0,42012
6006,0,42013
6007,0,42014
6015,0,15112
6030,4,143047
6043,4,99867
6052,1,115225
6054,0,115227
6055,2,115228
6067,2,137532
6068,0,137533
6069,0,137534
6088,0,137553
6089,0,137554
6090,0,137555
6091,0,137556
6092,0,137557
6093,0,137558
6094,0,137559
6095,0,137560
6096,0,137561
6097,0,137562
6098,0,137563
6100,0,137564
6101,0,137566
6102,0,137567
6103,0,137568
6104,0,137569
6106,0,137571
6107,0,137572
6108,0,137573
6109,0,137574
6110,0,137575
6111,0,137576
6112,0,137577
6113,0,137578
6114,0,137579
6115,0,137580
6116,0,137581
6117,0,137582
6118,0,137583
6119,0,137584
6120,0,137585
6128,4,46815
6134,0,152436
6139,1,172074
6180,0,68757
6191,4,81363
6192,4,81364
6204,2,145055
6210,0,183036
6211,0,183037
6212,0,183038
6213,0,183039
6214,0,183040
6215,0,183041
6216,0,183042
6217,0,183043
6218,0,183044
6219,0,183045
6220,0,183046
6221,0,183047
6222,0,183048
6223,0,183049
6224,0,183050
6225,0,183051
6226,0,183052
6227,0,183053
6228,0,183054
6229,0,183055
6230,0,183056
6280,0,143461
6289,1,174414
6300,0,107550
6301,0,107551
6302,0,107552
6303,0,107553
6304,0,107554
6325,0,132247
6348,1,178717
6355,1,81890
6397,4,73405
6399,2,73407
6400,2,73408
6406,4,122113
6408,4,122115
6459,4,75912
6460,4,75913
6464,1,13449
6492,1,49784
6493,1,134833
6497,0,182621
6514,2,87498
6515,2,87499
7624,2,124560
7625,2,124561
7626,2,124562
7627,2,124563
7628,0,124564
7629,0,124565
7630,0,124566
7631,0,124567
7632,0,124568
7633,0,124569
7634,0,124570
7635,0,124571
7637,1,124573
7638,1,124574
7644,2,127144
7689,2,31199
7690,4,31200
7701,0,72935
7711,0,113998
7712,0,113999
7725,4,29412
7726,4,29413
7729,0,122257
7730,0,122258
7731,0,122259
7733,0,122261
7735,5,124537
7739,1,51960
7769,0,82992
7784,0,83007
7785,0,83008
7786,0,83009
7787,0,83010
7788,0,83011
7789,0,83012
7790,0,83013
7791,0,83014
7792,0,83015
7793,0,83016
7794,0,83017
7795,0,83018
7796,0,83019
7797,0,83020
7798,0,83021
7803,4,23017
7806,4,23020
7810,2,184061
7823,2,1851
7828,1,55128
7829,1,55129
7860,4,48225
7861,4,48226
7862,4,48227
7863,0,48228
7864,0,48229
7865,0,48230
7866,0,48231
7867,0,48232
7868,0,48233
7875,0,64085
7876,0,64086
7877,0,64087
7878,0,64088
7879,0,64089
7880,0,64090
7881,0,64091
7885,1,177263
7886,1,177264
7887,1,177265
7888,1,177266
7963,1,92858
7964,1,92859
7966,1,92861
7967,1,92862
7978,4,25327
7999,1,84216
8008,4,69180
8023,2,137747
8024,0,50093
8029,1,108523
8033,1,108527
8051,1,71926
8052,1,71927
8053,1,71928
8061,1,71936
8066,1,71941
8068,1,72032
8077,1,42715
8086,4,79937
8087,4,79938
8088,1,79939
8104,2,107935
8105,2,107936
8106,0,107937
8107,0,107938
8108,0,107939
8109,0,107940
8110,0,107941
8111,0,107942
8112,0,107943
6928,0,74351
6929,0,74352
6930,0,74353
6931,0,74354
6932,0,74355
6933,0,74356
6934,0,74357
6948,0,81123
6971,0,128989
7010,0,94900
7011,0,94901
7026,0,68738
7052,0,121383
7053,0,121384
7054,0,121385
7055,0,121386
7056,0,121387
7057,0,121388
7058,0,121389
7059,0,121390
7060,0,121391
7061,0,121392
7062,0,121393
7063,0,121394
7064,0,121395
7065,0,121396
7066,1,121397
7067,1,121398
7075,0,121406
7076,0,121407
7077,0,121408
7078,0,121409
7079,0,121410
7080,0,121411
7081,0,121412
7082,0,121413
7083,0,121414
7084,0,121415
7085,0,121416
7086,0,121417
7087,2,121418
7088,2,121419
7089,2,121420
7102,4,110724
7131,0,62553
7133,4,123132
7150,0,5811
7151,0,5812
7152,0,5813
7153,0,5814
7154,0,5815
7155,0,5816
7156,0,5817
7157,0,5818
7158,0,5819
7159,0,5820
7162,0,5823
7163,0,5824
7164,0,5825
7203,4,115122
7232,4,121070
7273,0,32811
7274,0,32812
7275,0,32813
7276,4,132261
7291,0,170120
7397,0,38680
7407,1,155142
7408,0,155143
7409,0,155144
7411,0,155146
7415,4,158084
7416,4,158085
7439,4,12041
7440,4,12042
7471,4,96624
7492,0,151022
7508,4,175762
7509,0,138569
7529,1,29056
7537,4,104238
7538,0,104239
7539,0,104240
7540,0,104241
7541,0,104242
7542,0,104243
7543,0,104244
7544,4,104246
7545,0,104245
7563,0,57609
7564,0,57610
7608,4,127444
7613,1,124549
7614,1,124550
7618,2,124554
7619,2,124555
7620,2,124556
7621,2,124557
7622,2,124558
7623,2,124559
8456,0,54386
8457,0,54387
8458,0,157411
8459,0,157412
8464,0,105827
8465,0,105828
8466,0,105829
8468,0,105830
8469,0,105832
8470,1,105833
8471,0,105834
8472,0,105835
8473,0,105836
8474,0,105837
8475,0,105838
8476,0,105839
8477,0,105840
8478,0,105841
8479,0,105842
8480,0,105843
8481,0,105844
8482,0,105845
8496,4,110680
8512,0,180812
8513,0,180813
8514,0,180814
8515,0,180815
8516,0,180816
8517,0,180817
8518,0,180818
8519,1,180819
8529,0,180829
8530,0,180830
8531,0,180831
8532,0,180832
8533,0,180833
8534,0,180834
8535,0,180835
8536,0,180836
8537,0,180837
8538,0,180838
8539,0,180839
8540,0,180840
8541,0,180841
8548,2,32469
8558,0,176247
8559,0,176248
8560,0,176249
8561,0,176250
8562,0,176251
8563,0,176252
8564,0,176253
8565,0,176254
8566,0,176255
8567,0,176256
8568,0,176257
8569,0,176258
8570,0,176259
8571,0,176260
8572,0,176261
8573,0,176262
8574,0,176263
8575,0,176264
8576,0,176265
8577,0,176266
8578,0,176267
8579,0,176268
8580,0,176269
8581,0,176270
8582,0,176271
8583,0,176272
8584,0,176273
8585,0,176274
8586,0,176275
8587,0,176276
8588,0,176277
8589,0,176278
8590,0,176279
8591,0,176280
8592,0,176281
8593,0,176282
8594,0,176283
8595,0,176284
8596,0,176285
8597,0,176286
8598,0,176287
8599,0,176288
8600,0,176289
8628,1,166267
8629,1,166268
8630,1,166269
8668,1,67189
8669,1,67190
8686,0,156702
8687,0,156703
8688,0,156704
8689,0,156705
8692,0,156708
8693,0,156709
8694,0,156710
8113,0,107944
8114,0,107945
8115,0,107946
8116,0,107947
8117,0,107948
8118,0,107949
8148,0,86508
8149,0,86509
8150,0,86510
8151,0,86511
8152,0,86512
8153,0,86513
8154,2,86514
8155,1,86515
8156,1,86516
8164,0,72281
8193,4,35867
8231,2,139377
8232,2,139378
8233,2,139379
8234,2,139380
8235,2,139381
8236,2,139382
8237,2,139383
8238,0,139384
8239,0,139385
8240,0,139386
8241,0,139387
8242,0,139388
8243,0,139389
8244,0,139390
8245,0,139391
8246,0,139392
8247,0,139393
8248,0,139394
8249,0,139395
8250,0,139396
8254,0,161069
8270,2,148188
8271,4,148189
8272,0,148190
8273,0,148191
8274,0,148192
8279,1,171767
8298,0,153820
8299,0,153821
8300,0,153822
8301,0,153823
8302,0,153824
8303,0,153825
8304,0,153826
8305,0,153827
8306,0,153828
8307,0,153829
8308,0,153830
8309,0,153831
8310,0,153832
8311,0,153833
8312,0,153834
8344,0,64761
8345,0,64762
8346,0,64763
8347,0,64764
8348,0,64765
8349,0,64766
8350,0,64767
8363,0,64780
8364,0,64781
8365,0,64782
8366,0,64783
8367,0,64784
8368,0,64785
8369,0,64786
8370,0,64787
8371,0,64788
8372,0,64789
8373,1,64790
8395,2,82329
8401,4,38759
8402,4,38760
8405,4,15960
8413,1,110
8425,4,40690
8427,1,72524
8440,0,54370
8441,0,54371
8442,0,54372
8443,0,54373
8444,0,54374
8445,0,54375
8446,0,54376
8447,0,54377
8448,0,54378
8449,0,54379
8450,0,54380
8451,0,54381
8452,0,54382
8453,0,54383
8454,0,54384
8455,0,54385
8695,0,156711
8696,0,156712
8697,0,156713
8698,0,156714
8699,0,156715
8700,4,15678
8719,1,8856
8720,1,8857
8721,1,8858
8722,1,8859
8723,1,8860
8724,4,142801
8727,1,26825
8770,1,150049
8862,0,42519
8863,0,42520
8864,0,42521
8880,0,114246
8881,0,114247
8882,0,114248
8928,1,35624
8932,0,20121
8933,0,20122
8934,0,20123
8935,0,20124
8936,2,20125
8937,1,20126
8938,1,20127
8939,1,20128
8940,2,20129
8941,2,20130
8942,2,20131
8943,2,20132
8944,2,20133
8945,2,20134
8946,0,20135
8947,0,20136
8948,0,20137
8949,0,20138
8950,0,20139
8951,0,20140
8952,0,20141
8953,0,20142
8954,0,20143
8955,2,20144
8956,1,20145
8963,0,20152
8964,0,20153
9010,4,111718
9011,4,111719
9033,1,32654
9053,0,182461
9054,0,182462
9066,2,77987
9067,2,77988
9117,1,172902
9124,1,19385
9130,0,25030
9131,0,25031
9132,0,25032
9135,0,83057
9136,0,83058
9177,0,106950
9218,1,64940
9219,1,64941
9220,1,64942
9221,1,64943
9222,1,64944
9223,1,64945
9224,1,64946
9225,1,64947
9226,1,64948
9227,1,64949
9229,1,64951
9259,1,42213
9261,1,42215
9262,1,42216
9264,1,42218
9265,1,42219
9266,1,42220
9267,1,42221
9315,1,131358
9357,1,21115
9358,1,21116
9371,0,21129
9372,0,21130
9373,0,21131
9374,0,21132
9386,4,122986
9399,1,33830
9405,1,8179
9406,1,8180
9447,1,1272
9448,1,1273
9449,1,1274
9580,4,86585
9642,4,124596
9670,2,171346
9684,2,171360
9694,1,171370
9705,0,171381
9706,0,171382
9707,0,171383
9713,1,171389
9720,0,86658
9744,4,144738
9749,0,68201
9763,0,29669
9800,0,60268
9801,0,60269
9802,0,60270
9803,0,60271
9804,0,60272
9805,0,60273
9808,0,60276
9809,0,60277
9810,0,60278
9811,0,60279
9812,0,60280
9813,0,60281
9814,0,60282
9815,0,60283
9816,0,60284
9817,0,60285
9818,0,60286
9830,4,38206
9831,4,38207
9839,1,131950
9856,4,18743
9857,4,18744
9860,4,153732
9864,4,93661
9887,4,142183
9903,1,85009
9904,1,85010
9928,1,79682
9952,1,79706
9953,4,79707
9954,4,79708
9955,4,79709
9956,4,79710
9957,4,79711
9958,4,79712
9959,4,79713
9981,0,157885
9987,4,37570
9988,0,37571
9989,0,37572
9994,1,8005
9998,0,8009
9999,0,8010
10000,0,8011
10001,0,8012
10002,0,8013
10003,0,8014
10008,4,19667
10027,1,56379
10031,0,64648
10032,0,64649
10033,0,64650
10034,0,64651
10035,0,64652
10036,0,64653
10037,0,64654
10038,0,64655
10039,0,64656
10040,0,64657
10041,0,64658
10042,0,64659
10043,0,64660
10044,0,47915
10045,0,47916
10101,0,73050
10181,4,96250
10197,4,2951
10198,4,2952
10199,4,14257
10217,0,41644
10218,1,41645
10219,2,41646
10220,0,41647
10221,0,41648
10222,0,41649
10394,2,119714
10395,2,119715
10437,0,95310
10443,0,143015
10452,0,61461
10551,4,154922
10565,1,135153
10566,1,135154
10567,1,135155
10597,4,146911
10670,1,128535
10681,4,88365
10708,1,159016
10709,1,159017
10710,1,159018
10711,1,159019
10722,1,165800
11849,0,4796
11850,0,4797
11851,0,4798
11852,0,4799
11853,0,4800
11854,0,4801
11855,0,4802
11856,0,4803
11857,0,4804
11858,0,4805
11859,0,4806
11860,0,4807
11861,0,4808
11862,0,4809
11863,0,4810
11864,0,4811
11865,0,4812
11866,0,4813
11867,0,4814
11868,0,4815
11869,0,4816
11870,0,4817
11871,0,4818
11872,0,4819
11873,0,4820
11874,0,4821
11875,0,4822
11876,0,4823
11877,0,4824
11878,0,4825
11879,0,4826
11880,0,4827
11881,0,4828
11882,0,4829
11883,0,4830
11884,0,4831
11885,0,4832
11886,0,4833
11887,0,4834
11888,0,4835
11889,0,4836
11890,0,4837
11891,0,4838
11892,0,4839
11893,0,4840
11894,0,4841
11895,0,4842
11911,1,138175
11924,1,49132
11925,4,106214
11927,4,106216
11929,4,106218
11971,1,77199
11972,1,77200
11980,4,95863
11983,1,157045
11992,4,172506
11998,0,103643
12044,4,30065
12053,1,179755
12054,1,179756
12060,0,76522
12079,1,90431
12135,1,118627
12137,1,118629
12138,1,118630
12139,1,118631
12140,1,118632
12146,4,82637
12202,4,61781
12260,4,26636
12267,4,26643
12280,4,95845
12317,4,163421
12364,0,113345
12388,0,76592
12389,0,76593
12390,0,76594
12391,0,76595
12410,1,107473
12415,0,102805
12416,0,102806
12417,0,102807
12418,0,102808
12419,0,102809
12437,4,45705
12440,0,162313
12447,0,51109
12453,4,97337
12511,0,68917
12523,1,68929
12524,1,68930
12525,1,68931
12526,1,68932
12527,1,68933
12532,0,68938
12533,0,68939
12534,0,68940
12536,2,68942
12546,2,68952
10723,1,165801
10724,1,165802
10739,0,182938
10740,0,182939
10741,0,182940
10754,0,101650
10759,0,101655
10769,0,122973
10812,1,112811
10813,0,112812
10814,0,112813
10815,0,112814
10845,0,152640
10916,0,71374
10927,4,133993
10934,4,106756
10941,0,133377
10951,0,21718
10952,0,21719
10953,0,21720
10954,0,21721
10955,0,21722
10974,2,21741
10992,2,21759
11002,4,100191
11018,0,40497
11037,0,24065
11044,0,53333
11045,0,53334
11046,0,53335
11065,0,87948
11066,0,87949
11067,0,87950
11068,0,87951
11069,0,87952
11070,0,87953
11071,0,87954
11072,0,87955
11073,0,87956
11074,0,87957
11075,0,87958
11076,0,87959
11077,0,87960
11078,0,87961
11093,0,106959
11124,4,77159
11137,4,170764
11140,4,143058
11144,4,33827
11157,1,72891
11158,1,72892
11159,1,72893
11167,1,87282
11189,4,18175
11196,1,159688
11262,2,61881
11277,1,9401
11279,2,9403
11291,4,95746
11327,4,112246
11371,1,63356
11373,0,63358
11381,4,92299
11385,0,138982
11386,0,138983
11387,0,138984
11388,0,138985
11420,0,70833
11421,0,70834
11422,0,70835
11433,0,29778
11477,4,29661
